,Customer,Type,Text,Summary,sim_score,split
2113,Notion,Twitter,"Ive been contemplating becoming a Notion Creator for a while Now Im taking the first step Excited to say hello to the NotionHQ community and make some new friends  I have a lot to be shared with you all  
CreatorBaraa NotionHQ Um and your DMs are closed",User is excited to join the Notion Creator community and share their ideas with others.,0.6898763179779053,train
2114,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
2115,Notion,Appstore/Playstore,Infinite loading symptoms continue after the 164 update Its very inconvenient Im a paid user but thats a bit wrong Please respond as soon as possible,User experiences infinite loading symptoms after the 16.4 update and is frustrated with the inconvenience. They are a paid user but feel the issue is not addressed.,0.9458942413330078,train
2116,Notion,Appstore/Playstore,If the next update doesnt get an option to switch off AI completely I am gone So incredibly slow,User is frustrated with the slow performance of the app and is considering leaving if the next update doesn't provide an option to switch off AI completely.,0.8496633768081665,train
2117,Notion,Twitter,"Excited to join NotionHQ template creators community on Twitter
Great things are coming 
Notion buildinpublic indiedev
soufianeeelc NotionHQ Welcome fellow notioner
The twitter world is an exciting place But to get ahead follow these steps
 Engagement
 Provide Value
Do these simple steps you are ahead of the game
Dont give up brother",User is excited to join the NotionHQ template creators community on Twitter and shares their excitement about the upcoming Notion Conference.,0.7973213195800781,train
2118,Notion,Appstore/Playstore,"Ive been using it well but since about a day or two ago only the iPhone didnt have an Internet connection and the service hasnt been used continuously
It doesnt work with WiFi and it doesnt work with data but if I connect to a hotspot on the same phone and use it on an iPad it works fine again I dont know if its related to the iOS update I did a while ago but please fix it as soon as possible","User experienced intermittent connectivity issues with their iPhone and iPad, which affected the service. They were unsure if it was related to an iOS update and requested a fix.",0.6849796175956726,train
2119,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
2120,figma,G2,"Helps to visually explain complex systems in a simple way Provides value to our consultancy
FigJams simplicity and ease of use enables fast mapping and sharing of complex systems and dependencies Ive recently created several sprawling figjam charts that outline marketing programs from beginning to end for our clients They have been so helpful keeping the team informed at a high level and are a great reference to regularly huddle around 
 
This is just one kind of use  because of its flexibility you can begin to discover ways to think and present ideas large or small Create fast design mockups review and provide feedback on designs create storyboards  the list can go on and on Easily shareable to anyone with little to no trouble with login attempts or dealing with incompatible file types 
 
It feels so freeing to break from the clunky confines of a ppt slide with its bad clip art and boring bullet points Expanding across an endless canvas allows us to combat any confusion or anxiety that tends to show up around building complex marketing campaigns 
 
Figjam has become one the most valuable tools in my arsenal and is one of the best Ive seen after almost 2 decades of working with these types of apps 
 
Highly recommended
Cant think of any at the moment I need to spend more time exploring all the templates to expand my usage","Users find Figma easy to use for collaboration between design and development teams, and appreciate its features for creating design systems, libraries, and reusable projects. They suggest adding tutorials and help guidelines for further assistance.",0.6341336369514465,train
2121,Notion,Appstore/Playstore,"When will the bug be fixed
I didnt even take this command When I try to type I finish typing at will and what Im writing keeps ending so even though Im writing a sentence I have to keep touching the screen to type to calm down And besides that there are a lot of Zanrek
Im tired of waiting for an update so Im writing a review","User is frustrated with the bug in Notion, as they are unable to finish typing a sentence without having to touch the screen to calm down and the Zanrek issue is annoying them.",0.5941195487976074,train
2122,figma,Twitter,"Hi
It would be great feature if I can create a flow in a design page Yes there is a prototype feature in design page but it would be helpful for developers if I am able to show flow and add comment on that page It can be a solution if Figma combines Design and FigJam features in one page
Thank you","User is frustrated with the lack of PDF export from slices in Figma, as it requires additional workarounds for exporting assets. They also mention that exporting PDF from slices is not available in Sketch, which helped them with their mobile development needs. The user mentions that their multinational stakeholders prefer using PDF for design review and sharing with internal team. They also mention that Figma collaboration is not working well with their internal team, and they are forced to revert to Sketch for their needs.",0.2339990735054016,train
2123,figma,G2,"Helps me bring stakeholders on the page helps me materialize strategic work and helps have a solid basis for all design work
Almost all features From templates miroverse postits shapes cards etc to all the flexibility of having an infinite board
The main issue I face are when the server needs reconnecting On a few occasions I have lost work because of that and in a workshop can be embarrassing","Users find Figjam to be an excellent replacement for traditional in-person whiteboarding, as it facilitates collaboration across remote and in-person teams in various scenarios, such as design, brainstorming, and strategy sessions. However, there is a slight learning curve to get accustomed to the UI and accessing different elements.",0.3305709958076477,train
2124,figma,Twitter,"Replication and Webflow Weekend 
I am a huge fan of dogs so when I came across this website wimba I knew I had to replicate design and build it 
Really good UI and experience 
 Design  figma 
Build  webflow using client first thatsfinsweet","The user recommends five AI-based tools for young professionals to stay competitive: Notion for planning and content creation, ChatGPT for smart decision-making, Zapier for workflow automation, Gumroad for selling digital products, and Figma for high-quality design and visual identity.",0.2690143585205078,train
2125,figma,Twitter,figma can you add the ability to search by description please," User mentions 10+ new features and integrations in FigJam, including custom templates and tea.",0.2752441763877868,train
2126,Notion,Twitter,browsercompany Fix Arc browser performance Or make it super easy to learn what makes it so slow I can barely use it anymore now after a few months of getting used to it and getting ready to set it my default browser,User is frustrated with the slow performance of the Arc browser and is considering switching to Chrome or Firefox.,0.8065569996833801,train
2127,Notion,Appstore/Playstore,Spanish  Spanish,Nothing,0.0938239097595214,train
2128,Notion,Twitter,"Ive been using browsercompanys ARC browser for a while now Its a little wonder Ill leave you the videoreview 
Its still in beta but I have 5 invitations that Ill leave below so you can try it out
Link FIFO  add 
robertocastro browsercompany Ive also been using it since more or less Christmas and the browser is fantastic The profile theme has helped me a lot not to lose focus when Im working",Nothing,0.0896016359329223,train
2129,Notion,Twitter,"Newly launched NotionHQ templates in the thread 
notiontwt Notion Productivity
NotionHQ Digital Brain 
NotionHQ  Digital Brain was created to help you regain control of your life It includes Tiago Fortes PARA System amp other tools  notionpez   notiontwt Notion Productivity TEMPLATE 
NotionHQ notionpez Everyday OS 
NotionHQ   10x more efficient in life amp work  Your Tasks Projects Goals Notes amp more  Entirely in Notion  SabbahJonathan   notiontwt Notion Productivity TEMPLATE 
NotionHQ notionpez SabbahJonathan Academic PKM template 
NotionHQ  A comprehensive system for academics amp students combining project amp knowledge management with a Zettlekasten approach  GenShanahan   notiontwt Notion Productivity TEMPLATE 
NotionHQ notionpez SabbahJonathan GenShanahan Character Compendium 5e for DampD 
NotionHQ  In the Character Compendium 5e Notion Template youll find everything you need to keep track of all your DampD characters  minvathemes   notiontwt Notion Productivity TEMPLATE 
NotionHQ notionpez SabbahJonathan GenShanahan minvathemes Cerebral Manag 
NotionHQ  Cerebral Manager is a complete productivity and digital management system designed for all aspects of daily life  MintedKenny  notiontwt Notion Productivity TEMPLATE 
NotionHQ notionpez SabbahJonathan GenShanahan minvathemes MintedKenny Click below  amp Have a look  at more than 1120 NotionHQ templates   notiontwt Notion Productivity",User is excited about the new Notion templates and mentions that they are a great addition to their design process. They also mention that they are using Notion for their personal and business projects.,0.6236448287963867,train
2130,Notion,Twitter,browsercompany so i have a weird issue with arc when its on full screen on my mac it pulls to left idk how to describe it it doesnt let me access the screen like it kicks me out to desktop," User is experiencing issues with the browser, specifically when using the Arc extension on their Mac, as it pulls to the left side of the screen and doesn't let them access the screen.",0.8080492615699768,train
2131,Notion,Twitter,Any want an invite to the browsercompany new browser Arc Have 5 here if anyone was interested to use it," User is excited about the new browser CO, and is offering 5 invites for anyone interested in using it.",0.7242472171783447,train
2132,Notion,Twitter,"New Workout App 
Made in NotionHQ 
heyeaslo NotionHQ How do I get it"," User is excited about the new Notion app and its features, including the ability to create a custom workout and track it in real-time.",0.5431405901908875,train
2133,figma,Twitter,"Learning the ropes of Figma and UIUX design
Read about the dos and donts of using icons in an interface or website and how to communicate vital information more efficiently  
UIUXDesigner figma",Nothing,0.1080128401517868,train
2134,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma I am currently working on a project for my classroom called Chill Vibes I am working on getting other lighting options for the classroom to keep my classroom calm and relaxing All donations will get an additional 5 with code FRIDAY at checkout","User appreciates the opportunity to collaborate with others using FigJam, and expresses gratitude for the chance.",0.407802015542984,train
2135,figma,G2,"With Miro we can now use one system with endless space to build upon We dont run into space issues anymore and everyone can easily access and edit it whereas before that was more difficult
I am a merchant who uses Miro to collaborate with design when building our seasonal assortment I love how intuitive and visual it is
It has difficulty loading once the boards are built I create and build on lots of boards but it needs to be able to withstand lots of boards and images to be a collaborative visual platform","The user finds Miro excellent for facilitating collaboration during workshops and team-based activities, praising its real-time collaboration capabilities, wide range of tools and templates, and rich media integration. However, they experience performance issues with large boards or many simultaneous users and feel that customization options can be restrictive.",0.7046781778335571,train
2136,Notion,Appstore/Playstore,I really think this app is great for everything The only problem I have is when you have too many workspaces then you have to pay up,"User finds the app great for organizing their work, but mentions the need to pay for additional workspaces if they have too many open.",0.7434419393539429,train
2137,figma,G2,"It has provided a platform for us to collaborate and convey our ideas more creatively from a productive perspective it saves teams time as people can continually chime in and add to a board at any point during their day we dont all have to be present or working on it together for it to work
I like the group collaboration features I think it is fantastic how everyone can get into working on an idea all at once being a visual tool also helps I think its great
If I were to mention something it would be getting used to moving around the boards its a slightly different mindset its not a showstopper but a slight twist","Users find Miro to be a collaborative and user-friendly tool with helpful templates and community support. However, they face challenges in locating work on the canvas due to varying zoom levels and placement by team members. They suggest marking the center of the canvas and starting at 100% zoom for consistency.",0.3542044162750244,train
2138,figma,G2,"FigJam has helped solve the problem of realtime collaboration with my team in a virtual setting
What is most helpful with FigJam is the ability to layout work in a whiteboard style and make editscomments with your team in realtime
What can sometimes be an issue with FigJam is that the designs can be more limited on FigJam vs Figma","Users appreciate Miro for collaboration and personal project planning, as it consolidates multiple tools into one platform. However, finding the right template can be challenging, requiring users to try multiple options before settling on one.",0.4721038937568664,train
2139,figma,Twitter,RT katiecooperco If your figma files are low on memory and youve taken lengths to reduce file size but dont see an increase in memory," User is optimistic about AI's ability to amplify how we work, live, and create, and is looking forward to the conversation at @Figma's Config.",0.2007647454738617,train
2140,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma New first grade teacher that randomly took over a classroom in March 
 clearthelist DonorsChoose teachertwitter figma"," User is excited about learning about Framer, a tool for creating prototypes and low-code web building, and is excited to see what they can create with it.",0.1014191582798957,train
2141,Notion,Appstore/Playstore,I log in through the web browser The application does not open iPhone11 What kind of optimization is this," User experiences an issue with the application not opening on their iPhone 11, suggesting poor optimization.",0.7872471809387207,train
2142,Notion,Twitter,"how long have i spent playing around with the new site search feature in the latest browsercompany arcinternet update
yes",User is excited about the new features in the latest @browsercompany @arcinternet update and is eager to try them out.,0.628982663154602,train
2143,Notion,Appstore/Playstore,When I enter on my iPhone it just keeps loading and I cant enter the page Please fix this,"User is experiencing issues with the app on their iPhone, as it keeps loading and they cannot enter the page.",0.8273015022277832,train
2144,Notion,Appstore/Playstore,If u have an IPhone and u wanna paste some text from other app or site or just paste some text it ll be too hard cuz app dont every time reads long time push on the screen to run menu with options  copy cut paste,User finds the app difficult to use on an iPhone due to its inability to read long text without pressing the screen multiple times.,0.6138268709182739,train
2145,figma,Twitter,"Thank you figma for the free Config ticket
Building Figma plugins pays people 
tkmadeit figma Damn congrats 
If only I could get one too Ah if only 
alexeinars figma if anyone deserves it its you"," A user shares their daily tech stack for their freelance design business, which includes Figma, Miro, Slack, and Gmail, among other tools.",0.5143378376960754,train
2146,Notion,Twitter,"Got the much awaited browsercompany Arc invite but sadly no mac to try on Awaiting the windows launch  Or Iam going hackintosh but if things go well mac mini m2 by EOY  
ayushmokal6 browsercompany meko dede vro","User is excited about the new @browsercompany Arc invite and plans to try it on a Mac, but is waiting for the Windows launch.",0.8240014314651489,train
2147,Notion,Appstore/Playstore,Notion App is a disappointment The widget for Notion doesnt load I see they do updates for the app but they havent done a update to fix the widgets not loading Please do better,"User is disappointed with Notion App, as the widget for Notion doesn't load, and has not received an update to fix the issue.",0.9407635927200316,train
2148,Notion,Appstore/Playstore,i absolutely love notion but recently like others my works will not open and will constantly show a loading screen but never actually open the works Ive deleted the app before and itll work for a while before it starts to stop and load again im not sure how to fix this other than to delete the app and reinstall it again but its getting annoying having to do that every few minutes,"User loves the app but is experiencing issues with it not opening and constantly showing a loading screen, making it difficult to work with. They have deleted the app and reinstalled it multiple times but the issue persists.",0.6330764293670654,train
2149,figma,Twitter,"Happy Teacher Appreciation Week To celebrate were supporting DonorsChoose projects every day this week   Teachers drop your live DonorsChoose project link below to share with the Figma community
TeacherAppreciationWeek DonorsChoose FigmaEdu ThankaTeacher 
Happy Wednesday of TeacherAppreciationWeek Were back at it donating to DonorsChoose projects every day this week   
Teachers drop your live DonorsChoose project link below to share with the Figma community 
clearthelist donorschoose FigmaEdu 
Alex_FigmaEdu DonorsChoose figma Im a Kindergarten bilingual teacher from Connecticut Help me give my students supplies and activities for small intervention 
 
TeacherAppreciationWeek donorschoose teachertwitter DonorsChoose"," User recommends tools for creators, including Notion, Figma, and OpenAI, among others.",0.1361938267946243,train
2150,Notion,Twitter,arcinternet Whats going on with Arcs performance lately Like its so slow to respond to the point I cant run Arc whenever I have Zoom running side by side I really love Arc but this is unbearable now,"User is experiencing slow performance in Arc, and is considering switching to another browser.",0.6489733457565308,train
2151,Notion,Appstore/Playstore,"Overall good but sometimes it takes getting to use to how to work it its like driving a motorcycle for the first time but after a while you get to appreciate the features and feeling of it thats the good
But for the bad I wish the option to upgrade to premium would be easier and downgrade simpler instead of going to the web based version It should be directly operated within the app and App Store subscription  dont make me run around I should be able to go boom  boom  upgrade and boom  boom  downgrade","User appreciates the overall good features of the app but finds it challenging to use at first, especially when upgrading to premium. They suggest making the process easier and simpler, and allowing users to upgrade and downgrade directly within the app.",0.9100515842437744,train
2152,figma,G2,"We needed a tool to effectively whiteboard remotely and to retain the information in an easily accessible channel
Miro has replaced our inperson whiteboarding sessions with easytouse options for our marketing teams Nontechnical users pick up on the postit style boards super quick allowing what used to be meetings in the office to be very productive regardless of where our staff is located
For new users Miro can be overwhelming at first Otherwise its been hard to think of anything that jumps out as needing improvement","Users appreciate Miro for its usability, flexibility, and powerful tools like sticky notes, mapping, and brainstorming. It is suitable for remote teams and supports multiple devices. However, some users face challenges with navigation, particularly when zooming in and out or browsing boards with a lot of content.",0.5828114748001099,train
2153,figma,Twitter,"With the plugin updates its been made incredibly difficult to remove a plugin There used to be a Manage Plugins under the Figma Icon gt Plugins now thats gone I think there was a Manage Plugins under the top Plugins actions on Desktop now thats gone And within the pluginwidget icon my settings keep going to Recents which only have a Run option
Only using the pluginwidget icon then changing the dropdown to Installed then the 3dot kabob menu seems like the only way And its very difficult to find
Bring back Manage Plugins or Uninstall at a more easily viewed level like in the Plugins actions or master Figma actions please
Screen Shot 20220727 at 21354 AM8521418 97 KB

This topic was automatically closed 90 days after the last reply New replies are no longer allowed","Users are struggling with text box height and text positioning in Figma Auto Layout, leading to incorrect implementation. They discuss the issue of uneven padding and seek a solution. One user shares a Figma update that introduces vertical trim to remove extra space above and below text, which seems to address the problem.",0.1972384303808212,train
2154,zoom,Appstore/Playstore,There is no Pencil icon in my Profile,User cannot find the Pencil icon in their Zoom profile.,0.7882024049758911,train
2155,Notion,Appstore/Playstore,"Looking at the reviews I think they all have the same symptoms
There are pages Im collaborating on and they keep loading indefinitely on iOS Even if I try the app again it seems like it only takes a while but after a while it gets stuck right away
Hurry up and fix it","User is experiencing issues with loading pages on iOS, and the app keeps getting stuck after a while.",0.8298389911651611,train
2156,Notion,Twitter,"Ive been using browsercompanys ARC browser for a while now Its a little wonder Ill leave you the videoreview 
Its still in beta but I have 5 invitations that Ill leave below so you can try it out
Link FIFO  add 
robertocastro browsercompany Ive also been using it since more or less Christmas and the browser is fantastic The profile theme has helped me a lot not to lose focus when Im working",Nothing,0.0896016359329223,train
2157,Notion,Appstore/Playstore,I love to use notion and was very excited to see they added ai writing but sometimes when i go to use continue writing it will say it doesnt allow harmful illegal stuff when im just asking for it to continue what it had already written like  whats wrong with this input yall are the ones who wrote it,"User loves using Notion but is frustrated with the AI writing feature, as it sometimes prevents them from continuing with their writing, asking them to input something that is not allowed or harmful.",0.7338478565216064,train
2158,Notion,Appstore/Playstore,The Notion has transformed the way I plan my life especially preparations for school However the mobile app rarely loads on my iPhone It kills the workflowplanning when I have to open my laptop just to update for example single field in one of the tables,"User finds the Notion app useful for planning their life, but finds it frustrating when the mobile app frequently fails to load on their iPhone, causing a workflow disruption.",0.6550352573394775,train
2159,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu laura_goodner DonorsChoose figma Figjam would be great for me to transition all my sticky note lessons and for vocab webs in my speech therapy room too
My project is for LEGO amp craft supplies
speech SLP SpecialEducation TeacherAppreciationWeek teachertwitter STEMeducation 

kimternet710 laura_goodner DonorsChoose figma We think you and your students would love it We just fully funded your project in celebration of TeacherAppreciationWeek Check out more on Figma for Edu here",User showcases a collection of shoes they created using Figma and tags various brands and designers.,0.2074729949235916,train
2160,figma,Twitter,"This on figma makes no sense Who decided rgba is the default color notation for cssweb Today we have so many color spaces available but designers are stuck with hexrgb 
equinusocio figma Weve hit this a lot with our new design system We use a lot of modern CSS but need fallbacks to represent things in Figma
In the past browsers didnt keep up and couldnt accurately replicate designers work Now its the design tools that are lagging
equinusocio figma Its not a surprise when new features hit browsers  its often gone through years of spec work and Intent to ship  I really wish figma would step up here and be ready to ship things like oklchoklab colormix etc along side browsers"," User shares their experience at Figma Japan office, surrounded by many dharma.",0.1875212341547012,train
2161,figma,G2,"Key problem we solve with Miro is to identify and articulate ideas and concepts From there we can easily shuffle each concept around to make it easier to understand what we want to achieve
Love the collaboration online It is simple and easy to use 
Love the ability to create easy to use brainstorming ideas  especially when you integrate in frames for different sections so you can set it up to tell a story or journey
Miro is quite expensive as you pay for each user Ideally we would like to have the ability to share Miro boards that are read only without the need to consume an additional license","Users appreciate Miro as a collaboration tool, highlighting its ease of use and collaborative features. They find it helpful for engaging with teammates and using it as a mind mapping and brainstorming board application. However, some users mention that it can be initially confusing for new users, but becomes easier with time.",0.7925262451171875,train
2162,Notion,Twitter,"Ive definitely moved on to brave Goodbye googlechrome of the balls
The great battle iOS VS Android has begun
I use iPhone but damn Apple too
Final Boss Adsense monetize with another platform 
fdefree_ brave googlechrome Im waiting for browsercompany to release your browser to the general public
It looks really good and I want to try it 
InvIngeniero brave googlechrome browsercompany Ill take a look at it for iPhone thats it",User is excited about the new @brave browser and is looking forward to trying it out.,0.6161653399467468,train
2163,figma,Twitter,"I am optimistic in AIs ability to amplify how we work live and create Looking forward to the conversation at Figmas Config
 
reidhoffman figma reidhoffman We would like to ask for a moment of your attention and generosity we are doing a virtual collection we need your help in the amount of 2 Bitcoin GENEROSITY IS GOOD FOR 
Bitcoin Address 1MHJ5WYsTaGMD3kg6oDiH7t2dEgYeSXth","User recommends 10 Must-Have Tools for Digital Creators, including Notion, ChatGPT, Canva, Typedream, Figma, Webflow, Bubble, Gumroad, Senja, and Tally.",0.268729418516159,train
2164,Notion,Twitter,"Enhanced the new Gmail with Boost custom styling Its one of Arc by the browsercompany feature 
arcbrowser browsercompany gmail internetComputer 
Xilantra browsercompany Is it like turning Gmail to Superhuman","User is excited about the new Gmail feature, Enhanced by Arc, and mentions the @browsercompany feature.",0.8021694421768188,train
2165,figma,G2,"Collaborative whiteboarding anywhere anytime
The ease of use and collaborative features
It sometimes feels a bit slow and sluggish","The user appreciates Figma for its easy-to-use whiteboard app, collaboration features, and great UX, which benefits their design team. However, they find it challenging to remember where certain features are located due to the app's extensive functionality.",0.5168499946594238,train
2166,figma,Twitter,"Thank you figma for the free Config ticket
Building Figma plugins pays people 
tkmadeit figma Damn congrats 
If only I could get one too Ah if only 
alexeinars figma if anyone deserves it its you"," A user shares their daily tech stack for their freelance design business, which includes Figma, Miro, Slack, and Gmail, among other tools.",0.5143378376960754,train
2167,Notion,Appstore/Playstore,After the last update the app no longer opens and remains nailed to the first page with the Notion logo Tried to reinstall but it doesnt work iPad Pro 2020 updated to iOS 1641,User experienced an issue with the app not opening after the last update and is unable to reinstall it. They also mention that their iPad Pro 2020 is updated to iOS 16.4.1.,0.8443345427513123,train
2168,figma,Twitter,"Replication and Webflow Weekend 
I am a huge fan of dogs so when I came across this website wimba I knew I had to replicate design and build it 
Really good UI and experience 
 Design  figma 
Build  webflow using client first thatsfinsweet","The user recommends five AI-based tools for young professionals to stay competitive: Notion for planning and content creation, ChatGPT for smart decision-making, Zapier for workflow automation, Gumroad for selling digital products, and Figma for high-quality design and visual identity.",0.2690143585205078,train
2169,Notion,Twitter,"Ive been using browsercompanys ARC browser for a while now Its a little wonder Ill leave you the videoreview 
Its still in beta but I have 5 invitations that Ill leave below so you can try it out
Link FIFO  add 
robertocastro browsercompany Ive also been using it since more or less Christmas and the browser is fantastic The profile theme has helped me a lot not to lose focus when Im working",Nothing,0.0896016359329223,train
2170,figma,Twitter,"Life side quest find overlooked data about design and make it meaningful
Every year Figma asks people to submit proposals to talk at Config about the topics they care about most
Lets see what it all says about the state of design tech and dev

ahhogan figma Cool
That bottom C reminds me of the Cartoon Network logo D
TitmouseInc 
cartoonnetwork adultswim","User is thanking Figma for fixing the issue of not being able to share components directly, but noting that the notification still needs to be updated.",0.2885778248310089,train
2171,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma I learned of Figma yesterday I am interested in learning more and trying out FigJam in my classroom I love having collaborative and comfortable spaces in the classroom for students to work This tool and the flexible seating options may just do that","The user works a 9-5 job and runs a freelance design business, using various tools to stay organized. They use Todoist, Notion, Clockify, SumUp, Typefully, Miro, Slack, Gmail, Google Calendar, and Apple apps. They have not heard of superhuman yet, but may create a thread to discuss the pros and cons of each tool.",0.2428750544786453,train
2172,Notion,Twitter,"Last week I was wondering why in Arc Browser there are no folder or some else features allowing me categorize my tabs And today I found it in Whats new Fascinating
browsercompany arcBrowser
browsercompany","User is excited about the new features in Arc Browser, including folder and tab categorization, and is looking forward to testing them.",0.7787643074989319,train
2173,Notion,Twitter,"Got the much awaited browsercompany Arc invite but sadly no mac to try on Awaiting the windows launch  Or Iam going hackintosh but if things go well mac mini m2 by EOY  
ayushmokal6 browsercompany meko dede vro","User is excited about the new @browsercompany Arc invite and plans to try it on a Mac, but is waiting for the Windows launch.",0.8240014314651489,train
2174,Notion,Twitter,"how long have i spent playing around with the new site search feature in the latest browsercompany arcinternet update
yes",User is excited about the new features in the latest @browsercompany @arcinternet update and is eager to try them out.,0.628982663154602,train
2175,figma,Twitter,"Inorder to create an interaction for a specific UI element I have to open prototype panel alt  9 and then drag the handle to create the interaction line
As a Sketch  Craft user its damn easy for me to select an element and hit c to create an interaction line Likewise can we have a shortcut to create the interaction directly without going to prototype panel and dragging the handle
Did you think this is a value adding functionality  So looking forward for your opinions on this
Shift  E works to quickly toggle between design and prototype modes but it is still hard to create the interactions I have to accurately hover on the component to create the link even though its selected","User experienced a critical issue with Figma's observation mode, where the overlay was not visible for observers. They discovered that the issue only occurred when the overlay was triggered by an instance. A temporary solution was to detach the instance, allowing the user to view the overlay in observation mode.",0.1329885423183441,train
2176,Notion,Twitter,browsercompany Fix Arc browser performance Or make it super easy to learn what makes it so slow I can barely use it anymore now after a few months of getting used to it and getting ready to set it my default browser,User is frustrated with the slow performance of the Arc browser and is considering switching to Chrome or Firefox.,0.8065569996833801,train
2177,Notion,Appstore/Playstore,I usually use it on my pad and if I try to use it on my phone once at a time my login will be solved Ive already experienced the third time that when I log back in and open the page I was originally going to write the content of the page I opened for the first time is ripped out If it was a page with only short content I guess Ill just rewrite it Having said that Im so upset because all the content of the pages I wrote in the household account book was lost after a month Its already the third time since 2023 so Ill write it down as a review,"User experiences login issues with Notion on their phone, causing content to be lost after a month. They have experienced the issue three times and are upset about losing their household account book content.",0.6883253455162048,train
2178,Notion,Appstore/Playstore,On iOS 16 as soon as you type a line break in an attempt to enter Japanese into the item name text field when adding new items the characters entered disappear and are canceled As a result Japanese items cannot be added I was able to do it before It succeeds on PC but,"User experienced an issue with iOS 16 where characters entered in the item name text field for Japanese items disappear and are canceled, preventing them from being added. They were able to successfully add items on PC, but the issue persists on iOS.",0.925190806388855,train
2179,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma My project is to provide tshirts for our summer school program We have a Space Campscience theme this year Like Figma we are trying to get our underserved 0 star Title 1 diverse school body caught up from the pandemic","Users praise Figma as part of their toolkit for building websites, funnels, and landing pages, along with other tools like SiteGround, WordPress, OptimizePress, Brevo, and Canva. They find this combination powerful and cost-effective, especially for those bootstrapping ideas on a budget.",0.4222162961959839,train
2180,figma,G2,"Prototyping Allows me to visualize how the final product can look like and easily share my vision with others Ease of use makes it easy for someone without a design background to understand
I really like how Figma is easy to use Helpful tutorials for finding and downloading plugins to achieve everything you need Easy to collaborate on this tool
No built in flattening tool when exporting file as pdf If there is a built in flattening tool it would be really helpful For now you would need to export each page as png and then reinsert to get around the lack of flattening tool","Users appreciate Miro for its ability to streamline creative collaboration and provide a single platform for idea sharing and project management. They enjoy the accessibility and endless possibilities for creativity. However, they experience performance issues when boards have too much content, causing slow editing and freezing. Improving performance with heavy boards is a suggested improvement.",0.1701617240905761,train
2181,Notion,Twitter,"Enhanced the new Gmail with Boost custom styling Its one of Arc by the browsercompany feature 
arcbrowser browsercompany gmail internetComputer 
Xilantra browsercompany Is it like turning Gmail to Superhuman","User is excited about the new Gmail feature, Enhanced by Arc, and mentions the @browsercompany feature.",0.8021694421768188,train
2182,figma,Twitter,"Teachers We have lots of DonorsChoose funding love left to share Drop your project link below to share with the Figma community
Extra credit Tell us how your project is connected to Figma for Education 
Clearthelist DonorsChoose TeacherTwitter
Alex_FigmaEdu DonorsChoose figma Id love to get some of the supersized sprinkles w todays FRIDAY code for my Diabetic Crisis amp Emergency Supplies project to help students w medical needs Please donate ampor RT"," Encouraging users to share their work by tagging @figma and @FonsMans, and to like/retweet the thread to increase visibility.",0.3133948743343353,train
2183,Notion,Twitter,"Im working on something for all of my Newsletter people 
A quick overview of The Newsletter Growth Deck
I built this NotionHQ dashboard to keep track of my crosspromos ads and repurposed content for multiple newsletters
Do you need something like it","User is working on a project for their newsletter subscribers and shared a link to a dashboard they built for tracking cross-promotions, ads, and repurposed content for multiple newsletters.",0.7143841981887817,train
